report_index,source_id,incident_type,incident_id,scenario_type,channel,language,district,actual_location,actual_urgency,timestamp
840,sms_0106,fire,FIRE_028,standard,sms,tamil,Kalutara,Bandaragama,MEDIUM,2025-05-17T09:18:00+00:00
841,sms_0074,fire,FIRE_016,standard,sms,romanized_tamil,Colombo,Avissawella,HIGH,
842,call_0091,fire,FIRE_028,standard,voice,sinhala,Kalutara,Bandaragama,MEDIUM,2025-05-17T09:19:00+00:00
843,sms_0172,fire,FIRE_067,victim_address,sms,romanized_sinhala,Kandy,Katugastota,HIGH,
844,sms_0235,fire,NOISE_fire_484,noise,sms,tamil,Colombo,Kelaniya,LOW,2025-05-17T09:22:00+00:00
845,call_0059,fire,FIRE_016,standard,voice,tamil,Colombo,Avissawella,HIGH,2025-05-17T09:23:00+00:00
846,call_0114,fire,FIRE_043,conflicting_counts,voice,romanized_sinhala,Gampaha,Ja-Ela,HIGH,2025-05-17T09:23:00+00:00
847,call_0057,fire,FIRE_016,standard,voice,romanized_tamil,Colombo,Avissawella,HIGH,2025-05-17T09:25:00+00:00
848,call_0207,fire,FIRE_079,minimal_message,voice,romanized_sinhala,Gampaha,Gampaha_Town,HIGH,2025-05-17T09:25:00+00:00
849,sms_0037,fire,FIRE_006,mass_report,sms,tamil,Colombo,Battaramulla,CRITICAL,2025-05-17T09:26:00+00:00
850,call_0064,fire,FIRE_018,standard,voice,romanized_tamil,Ratnapura,Kuruwita,HIGH,2025-05-17T09:26:00+00:00
851,sms_0170,fire,FIRE_066,victim_address,sms,sinhala,Ratnapura,Kuruwita,CRITICAL,
852,call_0094,fire,FIRE_028,standard,voice,tamil,Kalutara,Bandaragama,MEDIUM,2025-05-17T09:27:00+00:00
853,sms_0123,fire,FIRE_043,conflicting_counts,sms,tamil,Gampaha,Ja-Ela,HIGH,
854,call_0184,fire,FIRE_067,victim_address,voice,tamil,Kandy,Katugastota,HIGH,2025-05-17T09:28:00+00:00
855,call_0115,fire,FIRE_043,conflicting_counts,voice,romanized_sinhala,Gampaha,Ja-Ela,HIGH,2025-05-17T09:30:00+00:00
856,call_0160,fire,FIRE_058,third_party,voice,sinhala,Kalutara,Beruwala,MEDIUM,2025-05-17T09:30:00+00:00
857,call_0183,fire,FIRE_066,victim_address,voice,romanized_sinhala,Ratnapura,Kuruwita,CRITICAL,2025-05-17T09:30:00+00:00
858,sms_0171,fire,FIRE_067,victim_address,sms,romanized_sinhala,Kandy,Katugastota,HIGH,
859,sms_0114,fire,FIRE_034,noise,sms,tamil,Gampaha,Negombo,LOW,2025-05-17T09:32:00+00:00
860,call_0177,fire,FIRE_064,cross_lingual_duplicate,voice,romanized_tamil,Gampaha,Biyagama,MEDIUM,2025-05-17T09:32:00+00:00
861,sms_0192,fire,FIRE_079,minimal_message,sms,sinhala,Gampaha,Gampaha_Town,HIGH,2025-05-17T09:32:00+00:00
862,call_0162,fire,FIRE_058,third_party,voice,tamil,Kalutara,Beruwala,MEDIUM,2025-05-17T09:33:00+00:00
863,call_0048,fire,FIRE_013,standard,voice,sinhala,Gampaha,Ja-Ela,HIGH,2025-05-17T09:34:00+00:00
864,call_0065,fire,FIRE_018,standard,voice,sinhala,Ratnapura,Kuruwita,HIGH,2025-05-17T09:34:00+00:00
865,sms_0116,fire,FIRE_036,noise,sms,romanized_tamil,Ratnapura,Pelmadulla,MEDIUM,2025-05-17T09:34:00+00:00
866,sms_0173,fire,FIRE_067,victim_address,sms,romanized_tamil,Kandy,Katugastota,HIGH,2025-05-17T09:34:00+00:00
867,sms_0175,fire,FIRE_069,victim_address,sms,tamil,Colombo,Hanwella,HIGH,
868,sms_0002,fire,FIRE_001,mass_report,sms,romanized_tamil,Colombo,Kolonnawa,CRITICAL,
869,call_0159,fire,FIRE_058,third_party,voice,romanized_sinhala,Kalutara,Beruwala,MEDIUM,2025-05-17T09:36:00+00:00
870,call_0049,fire,FIRE_013,standard,voice,sinhala,Gampaha,Ja-Ela,HIGH,2025-05-17T09:38:00+00:00
871,call_0058,fire,FIRE_016,standard,voice,tamil,Colombo,Avissawella,HIGH,2025-05-17T09:38:00+00:00
872,call_0181,fire,FIRE_066,victim_address,voice,sinhala,Ratnapura,Kuruwita,CRITICAL,2025-05-17T09:38:00+00:00
873,call_0116,fire,FIRE_043,conflicting_counts,voice,sinhala,Gampaha,Ja-Ela,HIGH,2025-05-17T09:39:00+00:00
874,call_0209,fire,FIRE_079,minimal_message,voice,sinhala,Gampaha,Gampaha_Town,HIGH,2025-05-17T09:39:00+00:00
875,sms_0005,fire,FIRE_001,mass_report,sms,romanized_sinhala,Colombo,Kolonnawa,CRITICAL,2025-05-17T09:43:00+00:00
876,sms_0060,fire,FIRE_013,standard,sms,romanized_sinhala,Gampaha,Ja-Ela,HIGH,2025-05-17T09:44:00+00:00
877,sms_0075,fire,FIRE_016,standard,sms,sinhala,Colombo,Avissawella,HIGH,2025-05-17T09:44:00+00:00
878,sms_0152,fire,FIRE_058,third_party,sms,romanized_tamil,Kalutara,Beruwala,MEDIUM,2025-05-17T09:44:00+00:00
879,sms_0179,fire,FIRE_069,victim_address,sms,sinhala,Colombo,Hanwella,HIGH,
880,call_0185,fire,FIRE_067,victim_address,voice,tamil,Kandy,Katugastota,HIGH,2025-05-17T09:45:00+00:00
881,call_0161,fire,FIRE_058,third_party,voice,sinhala,Kalutara,Beruwala,MEDIUM,2025-05-17T09:47:00+00:00
882,sms_0006,fire,FIRE_001,mass_report,sms,sinhala,Colombo,Kolonnawa,CRITICAL,2025-05-17T09:49:00+00:00
883,sms_0188,fire,FIRE_076,minimal_message,sms,sinhala,Colombo,Battaramulla,LOW,2025-05-17T09:51:00+00:00
884,sms_0176,fire,FIRE_069,victim_address,sms,sinhala,Colombo,Hanwella,HIGH,2025-05-17T09:52:00+00:00
885,sms_0003,fire,FIRE_001,mass_report,sms,tamil,Colombo,Kolonnawa,CRITICAL,2025-05-17T09:55:00+00:00
886,sms_0007,fire,FIRE_001,mass_report,sms,romanized_tamil,Colombo,Kolonnawa,CRITICAL,
887,sms_0061,fire,FIRE_013,standard,sms,romanized_tamil,Gampaha,Ja-Ela,HIGH,2025-05-17T09:55:00+00:00
888,call_0077,fire,FIRE_021,standard,voice,tamil,Colombo,Battaramulla,MEDIUM,2025-05-17T09:55:00+00:00
889,sms_0142,fire,FIRE_055,third_party,sms,romanized_sinhala,Ratnapura,Ratnapura_City,MEDIUM,2025-05-17T09:56:00+00:00
890,sms_0086,fire,FIRE_021,standard,sms,romanized_sinhala,Colombo,Battaramulla,MEDIUM,2025-05-17T09:57:00+00:00
891,sms_0177,fire,FIRE_069,victim_address,sms,romanized_tamil,Colombo,Hanwella,HIGH,2025-05-17T09:57:00+00:00
892,sms_0004,fire,FIRE_001,mass_report,sms,romanized_sinhala,Colombo,Kolonnawa,CRITICAL,
893,sms_0178,fire,FIRE_069,victim_address,sms,tamil,Colombo,Hanwella,HIGH,2025-05-17T10:00:00+00:00
894,call_0152,fire,FIRE_055,third_party,voice,tamil,Ratnapura,Ratnapura_City,MEDIUM,2025-05-17T10:01:00+00:00
895,call_0078,fire,FIRE_021,standard,voice,sinhala,Colombo,Battaramulla,MEDIUM,2025-05-17T10:06:00+00:00
896,call_0154,fire,FIRE_055,third_party,voice,romanized_tamil,Ratnapura,Ratnapura_City,MEDIUM,2025-05-17T10:07:00+00:00
897,call_0155,fire,FIRE_056,third_party,voice,sinhala,Colombo,Battaramulla,CRITICAL,2025-05-17T10:07:00+00:00
898,sms_0187,fire,FIRE_076,minimal_message,sms,tamil,Colombo,Battaramulla,LOW,2025-05-17T10:07:00+00:00
899,sms_0222,fire,NOISE_fire_471,noise,sms,sinhala,Gampaha,Ja-Ela,MEDIUM,2025-05-17T10:07:00+00:00
900,call_0072,fire,FIRE_020,standard,voice,sinhala,Ratnapura,Balangoda,HIGH,2025-05-17T10:08:00+00:00
901,sms_0144,fire,FIRE_055,third_party,sms,romanized_tamil,Ratnapura,Ratnapura_City,MEDIUM,2025-05-17T10:11:00+00:00
902,call_0153,fire,FIRE_055,third_party,voice,romanized_tamil,Ratnapura,Ratnapura_City,MEDIUM,2025-05-17T10:11:00+00:00
903,sms_0186,fire,FIRE_076,minimal_message,sms,tamil,Colombo,Battaramulla,LOW,
904,sms_0145,fire,FIRE_055,third_party,sms,sinhala,Ratnapura,Ratnapura_City,MEDIUM,2025-05-17T10:13:00+00:00
905,call_0050,fire,FIRE_013,standard,voice,tamil,Gampaha,Ja-Ela,HIGH,2025-05-17T10:14:00+00:00
906,call_0073,fire,FIRE_020,standard,voice,romanized_tamil,Ratnapura,Balangoda,HIGH,2025-05-17T10:14:00+00:00
907,call_0121,fire,FIRE_045,long_gap,voice,sinhala,Kalutara,Horana,HIGH,2025-05-17T10:15:00+00:00
908,sms_0146,fire,FIRE_056,third_party,sms,sinhala,Colombo,Battaramulla,CRITICAL,2025-05-17T10:17:00+00:00
909,call_0076,fire,FIRE_021,standard,voice,sinhala,Colombo,Battaramulla,MEDIUM,2025-05-17T10:20:00+00:00
910,call_0075,fire,FIRE_020,standard,voice,romanized_sinhala,Ratnapura,Balangoda,HIGH,2025-05-17T10:22:00+00:00
911,sms_0084,fire,FIRE_020,standard,sms,romanized_sinhala,Ratnapura,Balangoda,HIGH,
912,call_0051,fire,FIRE_013,standard,voice,sinhala,Gampaha,Ja-Ela,HIGH,2025-05-17T10:24:00+00:00
913,call_0124,fire,FIRE_046,long_gap,voice,tamil,Kandy,Kandy_City,HIGH,2025-05-17T10:24:00+00:00
914,call_0082,fire,FIRE_024,standard,voice,romanized_sinhala,Gampaha,Kadana,MEDIUM,2025-05-17T10:25:00+00:00
915,sms_0085,fire,FIRE_020,standard,sms,romanized_sinhala,Ratnapura,Balangoda,HIGH,
916,sms_0062,fire,FIRE_013,standard,sms,sinhala,Gampaha,Ja-Ela,HIGH,2025-05-17T10:28:00+00:00
917,call_0156,fire,FIRE_056,third_party,voice,sinhala,Colombo,Battaramulla,CRITICAL,2025-05-17T10:28:00+00:00
918,sms_0143,fire,FIRE_055,third_party,sms,romanized_sinhala,Ratnapura,Ratnapura_City,MEDIUM,
919,sms_0147,fire,FIRE_056,third_party,sms,romanized_sinhala,Colombo,Battaramulla,CRITICAL,
920,call_0070,fire,FIRE_020,standard,voice,romanized_tamil,Ratnapura,Balangoda,HIGH,2025-05-17T10:30:00+00:00
921,sms_0148,fire,FIRE_056,third_party,sms,sinhala,Colombo,Battaramulla,CRITICAL,
922,call_0071,fire,FIRE_020,standard,voice,romanized_sinhala,Ratnapura,Balangoda,HIGH,2025-05-17T10:31:00+00:00
923,call_0083,fire,FIRE_024,standard,voice,romanized_sinhala,Gampaha,Kadana,MEDIUM,2025-05-17T10:32:00+00:00
924,sms_0094,fire,FIRE_024,standard,sms,romanized_sinhala,Gampaha,Kadana,MEDIUM,
925,call_0074,fire,FIRE_020,standard,voice,romanized_tamil,Ratnapura,Balangoda,HIGH,2025-05-17T10:36:00+00:00
926,call_0079,fire,FIRE_021,standard,voice,tamil,Colombo,Battaramulla,MEDIUM,2025-05-17T10:38:00+00:00
927,sms_0191,fire,FIRE_078,minimal_message,sms,sinhala,Kandy,Kandy_City,LOW,2025-05-17T10:38:00+00:00
928,sms_0248,fire,NOISE_fire_497,noise,sms,sinhala,Colombo,Kolonnawa,MEDIUM,2025-05-17T10:39:00+00:00
929,sms_0227,fire,NOISE_fire_476,noise,sms,sinhala,Colombo,Kolonnawa,LOW,
930,sms_0091,fire,FIRE_023,standard,sms,tamil,Gampaha,Gampaha_Town,MEDIUM,2025-05-17T10:42:00+00:00
931,sms_0129,fire,FIRE_045,long_gap,sms,sinhala,Kalutara,Horana,HIGH,2025-05-17T10:43:00+00:00
932,sms_0008,fire,FIRE_001,mass_report,sms,romanized_sinhala,Colombo,Kolonnawa,CRITICAL,2025-05-17T10:45:00+00:00
933,call_0081,fire,FIRE_023,standard,voice,sinhala,Gampaha,Gampaha_Town,MEDIUM,2025-05-17T10:52:00+00:00
934,sms_0092,fire,FIRE_023,standard,sms,romanized_sinhala,Gampaha,Gampaha_Town,MEDIUM,2025-05-17T10:53:00+00:00
935,sms_0093,fire,FIRE_023,standard,sms,romanized_sinhala,Gampaha,Gampaha_Town,MEDIUM,
936,sms_0090,fire,FIRE_023,standard,sms,romanized_tamil,Gampaha,Gampaha_Town,MEDIUM,
937,call_0084,fire,FIRE_024,standard,voice,sinhala,Gampaha,Kadana,MEDIUM,2025-05-17T10:56:00+00:00
938,call_0205,fire,FIRE_078,minimal_message,voice,romanized_sinhala,Kandy,Kandy_City,LOW,2025-05-17T10:57:00+00:00
939,call_0250,fire,NOISE_fire_468,noise,voice,sinhala,Colombo,Kaduwela,LOW,2025-05-17T11:00:00+00:00
940,call_0206,fire,FIRE_078,minimal_message,voice,sinhala,Kandy,Kandy_City,LOW,2025-05-17T11:01:00+00:00
941,call_0245,fire,NOISE_fire_463,noise,voice,tamil,Gampaha,Ja-Ela,MEDIUM,2025-05-17T11:01:00+00:00
942,call_0125,fire,FIRE_046,long_gap,voice,sinhala,Kandy,Kandy_City,HIGH,2025-05-17T11:03:00+00:00
943,call_0120,fire,FIRE_045,long_gap,voice,tamil,Kalutara,Horana,HIGH,2025-05-17T11:20:00+00:00
944,sms_0230,fire,NOISE_fire_479,noise,sms,romanized_tamil,Gampaha,Ja-Ela,MEDIUM,2025-05-17T11:21:00+00:00
945,sms_0115,fire,FIRE_035,noise,sms,romanized_tamil,Gampaha,Wattala,MEDIUM,2025-05-17T11:24:00+00:00
946,call_0243,fire,NOISE_fire_461,noise,voice,sinhala,Kalutara,Bandaragama,LOW,2025-05-17T11:51:00+00:00
947,call_0086,fire,FIRE_025,standard,voice,sinhala,Ratnapura,Balangoda,MEDIUM,2025-05-17T11:54:00+00:00
948,call_0109,fire,FIRE_041,noise,voice,tamil,Ratnapura,Kuruwita,LOW,2025-05-17T11:55:00+00:00
949,sms_0095,fire,FIRE_025,standard,sms,sinhala,Ratnapura,Balangoda,MEDIUM,2025-05-17T11:56:00+00:00
950,sms_0097,fire,FIRE_025,standard,sms,sinhala,Ratnapura,Balangoda,MEDIUM,
951,sms_0096,fire,FIRE_025,standard,sms,tamil,Ratnapura,Balangoda,MEDIUM,
952,sms_0089,fire,FIRE_022,standard,sms,romanized_tamil,Colombo,Kaduwela,MEDIUM,
953,call_0085,fire,FIRE_025,standard,voice,romanized_tamil,Ratnapura,Balangoda,MEDIUM,2025-05-17T12:06:00+00:00
954,sms_0087,fire,FIRE_022,standard,sms,sinhala,Colombo,Kaduwela,MEDIUM,
955,call_0080,fire,FIRE_022,standard,voice,sinhala,Colombo,Kaduwela,MEDIUM,2025-05-17T12:11:00+00:00
956,sms_0098,fire,FIRE_025,standard,sms,sinhala,Ratnapura,Balangoda,MEDIUM,2025-05-17T12:11:00+00:00
957,call_0105,fire,FIRE_033,standard,voice,romanized_tamil,Kalutara,Bandaragama,LOW,2025-05-17T12:13:00+00:00
958,sms_0239,fire,NOISE_fire_488,noise,sms,romanized_sinhala,Gampaha,Ja-Ela,LOW,
959,sms_0088,fire,FIRE_022,standard,sms,sinhala,Colombo,Kaduwela,MEDIUM,2025-05-17T12:17:00+00:00
960,sms_0250,fire,NOISE_fire_499,noise,sms,romanized_sinhala,Gampaha,Negombo,MEDIUM,
961,sms_0113,fire,FIRE_033,standard,sms,sinhala,Kalutara,Bandaragama,LOW,2025-05-17T12:21:00+00:00
962,call_0106,fire,FIRE_033,standard,voice,romanized_sinhala,Kalutara,Bandaragama,LOW,2025-05-17T12:23:00+00:00
963,sms_0232,fire,NOISE_fire_481,noise,sms,romanized_sinhala,Ratnapura,Ratnapura_City,LOW,2025-05-17T12:26:00+00:00
964,call_0107,fire,FIRE_033,standard,voice,sinhala,Kalutara,Bandaragama,LOW,2025-05-17T12:32:00+00:00
965,call_0098,fire,FIRE_030,standard,voice,romanized_tamil,Colombo,Kolonnawa,LOW,2025-05-17T12:46:00+00:00
966,call_0099,fire,FIRE_030,standard,voice,romanized_tamil,Colombo,Kolonnawa,LOW,2025-05-17T12:58:00+00:00
967,sms_0109,fire,FIRE_030,standard,sms,romanized_tamil,Colombo,Kolonnawa,LOW,2025-05-17T12:59:00+00:00
968,sms_0238,fire,NOISE_fire_487,noise,sms,sinhala,Kalutara,Horana,LOW,2025-05-17T13:08:00+00:00
969,call_0242,fire,NOISE_fire_460,noise,voice,romanized_sinhala,Kandy,Katugastota,LOW,2025-05-17T13:16:00+00:00
970,call_0100,fire,FIRE_030,standard,voice,sinhala,Colombo,Kolonnawa,LOW,2025-05-17T13:17:00+00:00
971,sms_0112,fire,FIRE_032,standard,sms,romanized_tamil,Ratnapura,Pelmadulla,LOW,2025-05-17T13:24:00+00:00
972,call_0102,fire,FIRE_032,standard,voice,tamil,Ratnapura,Pelmadulla,LOW,2025-05-17T13:24:00+00:00
973,call_0096,fire,FIRE_029,standard,voice,romanized_sinhala,Colombo,Avissawella,LOW,2025-05-17T13:41:00+00:00
974,sms_0110,fire,FIRE_031,standard,sms,tamil,Kalutara,Horana,LOW,
975,call_0101,fire,FIRE_031,standard,voice,sinhala,Kalutara,Horana,LOW,2025-05-17T13:44:00+00:00
976,call_0103,fire,FIRE_032,standard,voice,tamil,Ratnapura,Pelmadulla,LOW,2025-05-17T13:46:00+00:00
977,call_0104,fire,FIRE_032,standard,voice,romanized_sinhala,Ratnapura,Pelmadulla,LOW,2025-05-17T13:48:00+00:00
978,sms_0111,fire,FIRE_031,standard,sms,romanized_tamil,Kalutara,Horana,LOW,2025-05-17T13:50:00+00:00
979,sms_0108,fire,FIRE_029,standard,sms,sinhala,Colombo,Avissawella,LOW,2025-05-17T13:54:00+00:00
980,sms_0229,fire,NOISE_fire_478,noise,sms,sinhala,Ratnapura,Pelmadulla,LOW,2025-05-17T13:56:00+00:00
981,sms_0107,fire,FIRE_029,standard,sms,tamil,Colombo,Avissawella,LOW,2025-05-17T14:02:00+00:00
982,sms_0117,fire,FIRE_038,noise,sms,romanized_sinhala,Colombo,Kelaniya,LOW,2025-05-17T14:09:00+00:00
983,call_0097,fire,FIRE_029,standard,voice,tamil,Colombo,Avissawella,LOW,2025-05-17T14:10:00+00:00
984,call_0244,fire,NOISE_fire_462,noise,voice,tamil,Ratnapura,Ratnapura_City,LOW,2025-05-17T14:10:00+00:00
985,sms_0220,fire,NOISE_fire_469,noise,sms,romanized_sinhala,Ratnapura,Kuruwita,MEDIUM,
986,sms_0228,fire,NOISE_fire_477,noise,sms,tamil,Colombo,Grandpass,LOW,2025-05-17T14:45:00+00:00
987,sms_0234,fire,NOISE_fire_483,noise,sms,romanized_sinhala,Colombo,Grandpass,LOW,2025-05-17T14:46:00+00:00
988,sms_0118,fire,FIRE_039,noise,sms,romanized_tamil,Kalutara,Beruwala,LOW,
989,sms_0224,fire,NOISE_fire_473,noise,sms,tamil,Colombo,Battaramulla,LOW,2025-05-17T15:18:00+00:00
990,sms_0245,fire,NOISE_fire_494,noise,sms,romanized_sinhala,Colombo,Kelaniya,LOW,
991,sms_0225,fire,NOISE_fire_474,noise,sms,romanized_sinhala,Gampaha,Biyagama,LOW,
992,sms_0243,fire,NOISE_fire_492,noise,sms,tamil,Kalutara,Kalutara,LOW,2025-05-17T15:54:00+00:00
993,sms_0242,fire,NOISE_fire_491,noise,sms,sinhala,Kandy,Gampola,MEDIUM,
994,sms_0223,fire,NOISE_fire_472,noise,sms,tamil,Colombo,Wellampitiya,LOW,2025-05-17T16:22:00+00:00
995,sms_0249,fire,NOISE_fire_498,noise,sms,romanized_sinhala,Colombo,Wellampitiya,LOW,2025-05-17T16:36:00+00:00
996,call_0246,fire,NOISE_fire_464,noise,voice,tamil,Colombo,Kolonnawa,MEDIUM,2025-05-17T16:47:00+00:00
997,sms_0237,fire,NOISE_fire_486,noise,sms,tamil,Kandy,Katugastota,MEDIUM,2025-05-17T16:48:00+00:00
998,sms_0241,fire,NOISE_fire_490,noise,sms,romanized_sinhala,Kalutara,Horana,MEDIUM,2025-05-17T17:00:00+00:00
999,sms_0231,fire,NOISE_fire_480,noise,sms,romanized_sinhala,Kalutara,Panadura,MEDIUM,2025-05-17T17:13:00+00:00
